"unit","group_name_partner","date_and_time","borough","locationtype","location","event_name","event_type","category","classification","attendance","audience"
"Urban Park Rangers",,"2019-06-29T10:30:00.000","Brooklyn","Pool","Douglas and Degraw","Cool Pools","Agency Produced Event","Nature","Cool Pools","85","General Public"
"Recreation","Drey Spivey - Department of Corrections","2018-06-16T09:30:00.000","Manhattan","Recreation Center","Recreation Center 54","Pre-Father's Day Family Clinic and Corrections Dad's Game","Tournament/Competition","Sport","Tier 1","42","Children;#General Public"
"Urban Park Rangers",,"2019-06-29T15:00:00.000","Manhattan","Pool","Wagner","All the Trees","Agency Produced Event","Nature","Cool Pools","12","General Public"
"Urban Park Rangers",,"2019-06-29T14:30:00.000","Brooklyn","Pool","Commodore barry","Cool Pools","Agency Produced Event","Nature","Cool Pools","115","General Public"
"Urban Park Rangers",,"2019-06-29T14:30:00.000","Staten Island","Pool","Tottenville","Deer Survival Game","Agency Produced Event","Nature","Cool Pools","20","General Public"
"Urban Park Rangers",,"2019-06-29T10:30:00.000","Staten Island","Pool","West Brighton","Deer Survival Game","Agency Produced Event","Nature","Cool Pools","20","General Public"
"Urban Park Rangers","PS 196","2019-06-12T09:00:00.000","Brooklyn","School","PS 196","Career Day","Community Based Event","Nature","Lecture/Panel/Talk","80","Children"
"Urban Park Rangers",,"2019-06-29T15:00:00.000","Manhattan","Pool","Sheltering Arms","Tree Mystery Box","Agency Produced Event","Nature","Cool Pools","27","General Public"
"Urban Park Rangers",,"2019-06-30T10:00:00.000","Manhattan","Pool","Dry Dock","Bird Bonanza","Agency Produced Event","Nature","Cool Pools","13","General Public"
"Urban Park Rangers",,"2019-06-29T14:30:00.000","Queens","Pool","Liberty","Connect Four","Agency Produced Event","Nature","Cool Pools","22","General Public"
"Urban Park Rangers",,"2019-06-29T14:30:00.000","Bronx","Pool","Mapes",,"Agency Produced Event","Nature","Cool Pools","40","General Public"
"Urban Park Rangers",,"2019-06-30T10:30:00.000","Staten Island","Pool","West Brighton","Frog frenzy","Agency Produced Event","Nature","Cool Pools","25","General Public"
"Recreation",,"2018-06-19T12:00:00.000","Bronx","Park","Van Courtlandt Park S","Play at VC","Community Based Event","Mobile Unit","Play","60","Children;#General Public"
"Urban Park Rangers",,"2019-06-30T10:30:00.000","Queens","Pool","Fisher Pool","Gone Fishin'","Agency Produced Event","Nature","Cool Pools","35","General Public"
"Urban Park Rangers",,"2019-06-30T14:30:00.000","Bronx","Pool","Mapes","Squirrel World","Agency Produced Event","Nature","Cool Pools","30","General Public"
"Urban Park Rangers",,"2019-06-30T10:30:00.000","Brooklyn","Pool","Douglas and Degraw","Cool Pools","Agency Produced Event","Nature","Cool Pools","60","General Public"
"Recreation","Sound Off, Councilman Justin Branan","2019-06-29T19:00:00.000","Brooklyn","Other","American Veterans Memorial Pier","Silent Disco","Community Based Event","Arts/Culture","Music","650","General Public"
"Urban Park Rangers",,"2019-06-30T14:30:00.000","Queens","Pool","Liberty","Gone Fishin'","Agency Produced Event","Nature","Cool Pools","65","General Public"
"Recreation","Skaterobics, Councilman Deutsch","2019-06-27T17:00:00.000","Brooklyn","Park","Kelly Park","Community Roller Skate","Community Based Event","Arts/Culture","Play","500","General Public"
"Urban Park Rangers",,"2019-06-30T14:30:00.000","Staten Island","Pool","Tottenville","Frog Frenzy!","Agency Produced Event","Nature","Cool Pools","30","General Public"
"Urban Park Rangers",,"2019-06-30T15:00:00.000","Manhattan","Pool","Wagner","Bird Bonanza","Agency Produced Event","Nature","Cool Pools","41","General Public"
"Urban Park Rangers",,"2019-06-30T10:30:00.000","Bronx","Pool","Claremont","Funky Skunk Fun","Agency Produced Event","Nature","Cool Pools","12","General Public"
"Urban Park Rangers",,"2019-07-01T10:30:00.000","Staten Island","Pool","West Brighton","Predators Vs Prey","Agency Produced Event","Nature","Cool Pools","33","General Public"
"Recreation","Councilman Cohen","2018-06-20T20:30:00.000","Bronx","Park","Seton Park","Movies Under The Stars: Despicable Me 3","Community Based Event","Mobile Unit","Movies","60","General Public"
"Urban Park Rangers",,"2019-07-01T10:30:00.000","Bronx","Pool","Claremont","Fish quiz & Create-a-Fish","Agency Produced Event","Nature","Cool Pools","12","General Public"
"Recreation","Art Of Brooklyn Film Festival","2019-06-30T20:30:00.000","Brooklyn","Park","Sunset Park","Hip Hop Film Festival","Community Based Event","Mobile Unit","M.U.T.S","500","General Public"
"Urban Park Rangers",,"2019-07-01T14:30:00.000","Staten Island","Pool","Tottenville","Predator vs. Prey","Agency Produced Event","Nature","Cool Pools","40","General Public"
"Recreation","Council Member Rory Lancman","2019-06-29T13:00:00.000","Queens","Park","Captain Tilly Park","Family Day at Captain Tilly Park","Local Event","Family Festival","Play","250","General Public"
"Urban Park Rangers",,"2019-07-01T10:30:00.000","Manhattan","Pool","Dry Dock","Turtle Takeover","Agency Produced Event","Nature","Cool Pools","20","General Public"
"Recreation","Council Member Donovan Richards","2019-06-28T16:00:00.000","Queens","Playground","PS 38","Skating Day at PS 38","Local Event","Family Festival","Play","67","General Public"
"Recreation","Council Member Rory Lancman","2019-06-30T13:00:00.000","Queens","Playground","Electric Playground","Family Day at Electric Playground","Community Based Event","Family Festival","Play","220","General Public"
"Urban Park Rangers",,"2019-07-01T14:30:00.000","Queens","Pool","Liberty","Bird Detective","Agency Produced Event","Nature","Cool Pools","36","General Public"
"Recreation","Plaza Theatrical","2019-06-23T16:00:00.000","Queens","Park","Beach 17th Street","Wizard of Oz at Beach 17","Agency Produced Event","Performance","Music","120","General Public"
"Urban Park Rangers",,"2019-07-01T10:30:00.000","Queens","Pool","Fisher Pool","Fishing at Fisher","Agency Produced Event","Nature","Cool Pools","57","General Public"
"Recreation","Arenn @Fizz Corp","2018-06-15T08:00:00.000","Manhattan","Recreation Center","Recreation Center 54","3 VS 3 Intergenerational Father's Basketball tournament","Tournament/Competition","Sport","Tier 1","16","Young Adult;#Adults;#Seniors"
"Recreation","Council Member Rory Lancman","2019-06-23T12:00:00.000","Queens","Playground","Playground 75","Family Day at Playground 75","Local Event","Family Festival","Play","300","General Public"
"Recreation","MOME","2019-06-01T13:00:00.000","Queens","Park","MacDonald Park","Family Fun and Music","Community Based Event","Performance","Music","425","General Public"
"Urban Park Rangers",,"2019-07-01T14:30:00.000","Bronx","Pool","Mapes","Connect 4 and Trivia","Agency Produced Event","Nature","Cool Pools","41","General Public"
"Urban Park Rangers",,"2019-07-02T10:00:00.000","Manhattan","Pool","Wagner","Who's egg is this?","Agency Produced Event","Nature","Cool Pools","6","General Public"
"Recreation","MOME","2019-06-09T15:00:00.000","Queens","Park","St. Albans Park","New York Music Month Concert Series-Reggae","Community Based Event","Performance","Music","175","General Public"
"Recreation","MOME","2019-06-29T07:00:00.000","Queens","Park","Hunters Point Park South","New York Music Month Concert Series-Celebration of Disco","Community Based Event","Performance","Music","525","General Public"
"Recreation","MOME","2019-06-15T19:00:00.000","Queens","Park","Gorman Park","New York Music Month Concert Series Latin Music-Orquesta Afinke","Community Based Event","Performance","Music","350","General Public"
"Recreation",,"2019-06-28T20:30:00.000","Bronx","Park","Barretto Point Park","Hotel Transylvania 3: Summer Vacation","Community Based Event","Mobile Unit","M.U.T.S","50","General Public"
"Urban Park Rangers",,"2019-07-01T14:30:00.000","Manhattan","Pool","Sheltering Arms","Turtle Takeover!","Agency Produced Event","Nature","Cool Pools","48","General Public"
"Recreation","MOME","2019-06-22T13:00:00.000","Queens","Park","Macneil Park","New York Music Month Concert Series-History of Rock and Roll","Community Based Event","Performance","Music","175","General Public"
"Recreation",,"2018-06-10T20:00:00.000","Queens","Playground","Ehrenreich/Austin Playground","MUTS","Community Based Event","Mobile Unit","Movies","148","General Public"
"Recreation",,"2019-06-28T20:30:00.000","Bronx","Park","Bill Rainey Park","Capatain Marvel","Community Based Event","Mobile Unit","M.U.T.S","130","General Public"
"Urban Park Rangers",,"2019-07-02T10:00:00.000","Manhattan","Pool","Sheltering Arms","Bird Bonanza","Agency Produced Event","Nature","Cool Pools","2","General Public"
"Recreation",,"2019-06-18T20:00:00.000","Bronx","Park","Williamsbridge Oval Park","Avengers: Infinity War","Community Based Event","Mobile Unit","M.U.T.S","0","General Public"
"Urban Park Rangers",,"2019-07-02T10:45:00.000","Queens","Pool","Fisher Pool","Animal Friends and Connect Four","Agency Produced Event","Nature","Cool Pools","84","General Public"
"Urban Park Rangers",,"2019-06-30T14:30:00.000","Brooklyn","Pool","Commodore barry","Meet Sam the Snake and fishing game","Agency Produced Event","Nature","Cool Pools","60","General Public"
"Recreation",,"2019-06-29T20:30:00.000","Bronx","Playground","Bufano","Bumble Bee","Community Based Event","Mobile Unit","M.U.T.S","0","General Public"
"Urban Park Rangers",,"2019-07-02T10:30:00.000","Staten Island","Pool","West Brighton","Play Possum","Agency Produced Event","Nature","Cool Pools","15","General Public"
"Recreation","CM Constantinides","2019-06-27T20:30:00.000","Queens","Park","Louis C. Moser Park","Frozen","Community Based Event","Mobile Unit","M.U.T.S","75","General Public"
"Urban Park Rangers",,"2019-07-02T10:30:00.000","Manhattan","Pool","Dry Dock","Wampum belt coloring","Agency Produced Event","Nature","Cool Pools","20","General Public"
"Recreation","CM Constantinides","2019-06-22T20:30:00.000","Queens","Park","Astoria Heights Park","Ralph Breaks the Internet","Community Based Event","Mobile Unit","M.U.T.S","200","General Public"
"Recreation",,"2018-06-19T20:00:00.000","Manhattan","Playground","Wright Brothers Playground","Movies under the stars: Logan","Community Based Event","Mobile Unit","Movies","60","General Public"
"Recreation","CM Kozlowitz","2019-06-26T20:30:00.000","Queens","Park","Yellowstone Park","Small Foot","Community Based Event","Mobile Unit","M.U.T.S","175","General Public"
"Recreation","CM Constantinides; Friends of Paul Raimonda","2019-06-28T20:30:00.000","Queens","Playground","Paul Raimonda Playground","Diary of a Wimpy Kid: The Long Haul","Community Based Event","Mobile Unit","M.U.T.S","115","General Public"
"Urban Park Rangers",,"2019-07-02T14:30:00.000","Staten Island","Pool","Tottenville","Play Possun","Agency Produced Event","Nature","Cool Pools","54","General Public"
"Urban Park Rangers",,"2019-07-02T14:30:00.000","Queens","Pool","Liberty","Dwayne ""The Rock"" Dove Connect 4 Championship","Agency Produced Event","Nature","Cool Pools","23","General Public"
"Recreation","CM Dromm; Jackson Heights Beautification Group","2019-06-29T20:30:00.000","Queens","Park","Travers Park","Spider-Man: Into the Spiderverse","Community Based Event","Mobile Unit","M.U.T.S","300","General Public"
"Urban Park Rangers",,"2019-07-02T14:30:00.000","Brooklyn","Pool","Commodore barry","Cool Pools","Agency Produced Event","Nature","Cool Pools","37","General Public"
"Urban Park Rangers",,"2019-07-02T10:30:00.000","Brooklyn","Pool","Douglas and Degraw","Cool Pools","Agency Produced Event","Nature","Cool Pools","39","General Public"
"Recreation","CM Vallone/NEQ Admin","2019-06-21T20:30:00.000","Queens","Park","Flushing Fields","Black Panther","Community Based Event","Mobile Unit","M.U.T.S","150","General Public"
"Urban Park Rangers",,"2019-07-02T10:30:00.000","Bronx","Pool","Claremont","It's Lit!: Fireflies and Other Bugs","Agency Produced Event","Nature","Cool Pools","6","Young Adult;#Children;#Teens"
"Recreation","CM Koo","2019-06-27T20:30:00.000","Queens","Playground","Colden Playground","Spider-Man: Into the Spiderverse","Community Based Event","Mobile Unit","M.U.T.S","200","General Public"
"Recreation",,"2018-06-22T20:30:00.000","Queens","Park","Phil ""Scooter"" Rizzuto Park","MUTS - Despicable Me 3","Community Based Event","Mobile Unit","Movies","89","General Public"
"Urban Park Rangers",,"2019-07-02T14:30:00.000","Bronx","Pool","Mapes","Hungry Hungry Hermit Crabs","Agency Produced Event","Nature","Cool Pools","36","Children;#Young Adult;#Adults;#Teens"
"Recreation",,"2019-07-02T20:30:00.000","Queens","Park","Roy Wilkins Park","Jurassic World: Fallen Kingdom","Community Based Event","Mobile Unit","M.U.T.S","12","General Public"
"Urban Park Rangers",,"2019-07-03T10:30:00.000","Manhattan","Pool","Wagner","Camoflauge games","Agency Produced Event","Nature","Cool Pools","10","General Public"
"Urban Park Rangers",,"2019-07-01T10:30:00.000","Brooklyn","Pool","Douglas and Degraw","Cool Pools","Agency Produced Event","Nature","Cool Pools","45","General Public"
"Urban Park Rangers","Brooklyn Sunset Park Recreation","2019-06-06T11:00:00.000","Brooklyn","Park","Sunset Park","Sunset Park Family Day","Agency Produced Event","Family Festival","Dance","250","General Public"
"Recreation","Council Member Peter Koo","2019-06-28T15:30:00.000","Queens","Playground","Kissena Playground","Hello to Summer at Kissena Park Playground","Local Event","Family Festival","Play","225","General Public"
"Recreation",,"2019-06-14T16:00:00.000","Queens","Playground","Broad Channel Playground","Flag Day","Local Event","Family Festival","Play","250","General Public"
"Urban Park Rangers",,"2019-07-01T14:30:00.000","Brooklyn","Pool","Commodore barry","Cool Pools","Agency Produced Event","Nature","Cool Pools","42","General Public"
"Recreation","Metropolitan Weightlifting Competition","2019-06-01T09:00:00.000","Queens","Recreation Center","Lost Battalion Hall Recreation Center","Lost Battalion Hall Weightlifting Classic","Local Event","Fitness","Fitness","170","General Public"
"Urban Park Rangers",,"2019-07-03T10:30:00.000","Manhattan","Pool","Dry Dock","Who's egg is it?","Agency Produced Event","Nature","Cool Pools","4","General Public"
"Recreation","Bronx Recreation","2018-06-30T11:00:00.000","Bronx","Recreation Center","Hunts Point Recreation Center/Julio Ca baseball field","Bronx Recreation Summerfest","Community Based Event","Arts/Culture","Play","400","Children;#Tot;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public"
"Recreation",,"2018-06-21T20:30:00.000","Bronx","Park","Harris Park","Movies Under The Stars: Wonder","Community Based Event","Mobile Unit","Movies","65","General Public"
"Urban Park Rangers",,"2019-07-03T10:30:00.000","Staten Island","Pool","West Brighton","Ocean Wonders","Agency Produced Event","Nature","Cool Pools","22","General Public"
"Urban Park Rangers",,"2019-07-03T10:30:00.000","Bronx","Pool","Claremont","Meet Ya Neighbors","Agency Produced Event","Nature","Cool Pools","24","General Public"
"Urban Park Rangers",,"2019-07-03T10:30:00.000","Queens","Pool","Fisher Pool","Nature Time and Backyard Bass","Agency Produced Event","Nature","Cool Pools","52","General Public"
"Recreation","Council Member Donovan Richards","2019-06-26T12:00:00.000","Queens","Playground","Beach Channel Drive","Schools Out Festival","Local Event","Family Festival",,"250","General Public"
